Model,Band_Selection,N_Bands,OA,AA,Kappa
-1.1937317,-0.25378326,-0.3255715,-0.500928,-1.0821503,-1.4194369
0.7066052,0.59408665,0.8139118,0.7911803,0.80179256,1.0323088
-0.74013937,0.51267725,-0.20084591,-0.6038243,-1.0066149,-1.1144934
-0.286547,0.0398101,0.038917843,-0.10115032,-0.23793064,-0.30944255
-0.9290419,0.008632041,-0.4769375,-0.78600144,-1.0821503,-1.2486686
-1.7468655,-2.5713522,-2.6105926,-2.5521076,-2.148533,-1.9195441
-0.32500622,-0.597608,-0.35221192,-0.23609637,0.09087072,0.080885135
-0.9810749,-0.6105988,-0.54717135,-0.5700878,-0.9488525,-1.0535047
-0.12026753,0.17058472,0.20239313,0.3188692,0.20195226,0.10528062
0.2055045,0.9309829,0.49785957,0.42176557,-0.024654083,-0.06548774
-0.19718593,0.97948205,0.62137425,0.08777413,-0.51341283,-0.71196795
0.034700416,-0.79160476,-0.6743188,-0.54309857,-0.1268491,0.33703765
1.46674,0.8209936,1.0137149,1.2145735,2.014803,2.0935123
0.07768422,-1.05402,-0.8474815,-0.62575305,0.2552714,0.9957156
0.63081795,1.2011927,1.1614481,1.0863748,0.73514366,0.6419812
-0.5105153,0.6806924,0.50875795,-0.04211143,-0.7489057,-0.79735214
-0.18813671,-0.11954442,-0.18389292,-0.26139873,-0.11796258,-0.1996629
0.57991606,0.88681394,1.0766832,0.9767311,0.6862678,0.6053879
-0.3272685,-0.47116363,-0.41275832,-0.26308557,0.015335272,-0.06548774
-0.6677456,-0.11867836,-0.122135594,-0.19055207,-0.4245476,-0.5655951
0.6398672,0.28750244,0.30168924,0.620811,0.9173174,0.92252916
-1.425618,-2.1842246,-2.374462,-2.366557,-2.0552247,-1.7243803
-0.008283396,-0.19142716,-0.04584712,0.09452143,0.37968272,-0.06548774
0.62742454,0.9569646,1.0669957,0.9666102,0.6240621,0.6419812
-0.28767815,-1.1847947,-1.3584932,-1.1739713,-0.79333836,-0.4192222
-0.13836598,0.46071386,0.44578966,0.29019317,-0.07352996,-0.38262898
1.4486415,0.9136617,1.0742613,1.3613273,1.7526506,1.7275801
0.07655308,0.88768,0.66496766,0.4116446,-0.077973224,-0.38262898
-0.3204816,-0.48328844,-0.21900983,-0.15681557,0.05532463,0.019896436
0.112749964,0.012096269,0.10309703,0.29019317,0.47299123,0.22725801
-0.12705445,0.39056325,0.40946183,0.43019968,0.046438105,-0.028894523
-0.04561144,0.054533068,0.19876035,0.3104351,0.29526076,-0.028894523
-0.15193982,-0.3984148,-0.30861852,-0.037050955,0.28637424,0.019896436
-0.3713835,0.3325374,0.26657233,0.018614285,-0.54007244,-0.6265838
1.2472963,0.70580804,0.97617614,1.0762538,1.5304875,1.8129643
-0.2797601,-0.04333139,0.012277424,-0.116331756,-0.11351931,-0.30944255
4.4461966,2.4864216,2.1423,2.063047,2.388037,3.0205405
-1.1360428,-0.21740887,-0.47814843,-0.6594896,-1.211005,-1.175482
1.1013776,1.1076585,1.1142219,1.0576987,0.95730674,0.7761563
0.823114,0.87468916,0.9386374,0.8822689,0.72625715,0.39802638
1.5945603,1.0764805,1.2292601,1.4541028,1.7037747,1.7275801
0.24057025,0.21042335,0.3259078,0.33742428,0.21528205,0.2516535
-1.1688464,-0.6781513,-0.7227559,-0.8281721,-1.1799021,-1.0779002
-1.5149791,-2.2136705,-2.2921188,-2.403667,-2.1174302,-1.8585554
-1.5862417,-2.2916157,-2.3829384,-2.374991,-2.148533,-1.8707532
-0.059185278,-0.4876187,-0.23233004,-0.077534765,0.2774877,0.2516535
-0.07841488,0.20089673,0.11520631,0.02367476,-0.17572498,-0.21186063
0.084471144,-0.00089458795,-0.038581554,0.09452143,0.27304444,-0.1752674
-0.9822061,-0.39754874,-0.39096162,-0.47393876,-0.8199979,-0.9315273
2.901042,1.9702514,1.953395,1.8505068,1.9748137,2.4472468
-1.6857833,-2.521987,-2.5960615,-2.5403,-2.1751926,-1.83416
-0.13271022,-0.26677412,-0.14998694,0.05066397,0.28637424,0.032094177
-0.219809,-0.29448795,-0.09186239,0.09283461,0.35302314,0.044291917
0.16138954,-0.0814379,0.18544014,0.22778064,0.49076426,0.27604896
-1.0749606,-0.07364339,-0.34131357,-0.4891202,-0.99772835,-1.1632843
-1.5353398,-2.2595716,-2.3926258,-2.36487,-2.1307602,-1.7487757
-0.38382617,-1.4515404,-1.4372035,-1.2987964,-0.5889483,-0.016696783
0.8536551,0.45118722,0.6807097,0.8670875,1.0728315,0.7761563
0.5686046,0.32041264,0.35012636,0.57526666,0.7706897,0.83714503
-0.36459658,-0.6694907,-0.36068842,-0.15512875,0.2330551,-0.028894523
0.25753754,0.71966493,0.7848495,0.6832235,0.21528205,0.30044445
-1.7298982,-2.5938697,-2.6251237,-2.5807836,-2.179636,-1.8463577
-0.46526918,0.14893329,-0.042214338,-0.008374922,-0.28236327,-0.27284932
-0.59195834,0.20003067,0.011066496,-0.26814604,-0.4600937,-0.6509793
-0.3442358,-0.022546018,0.035285056,-0.072474286,-0.18905476,-0.22405837
-0.5659418,-0.16457939,-0.026472274,-0.05729286,-0.34901217,-0.50460637
-1.6111271,-2.3505075,-2.3175483,-2.4255958,-2.0907707,-1.8585554
-0.09990678,-0.016483616,-0.048268978,-0.07584794,-0.18016824,-0.27284932
-0.83968085,-0.48935083,-0.3691649,-0.2867011,-0.42010435,-0.4802109
-0.4890234,0.1792453,0.12247188,0.059098095,-0.43343416,-0.6875725
-0.14175944,-0.749168,-1.0327535,-0.87877685,-0.64226747,-0.49240866
0.31975096,-0.36463857,-0.3388917,-0.24115683,0.30859053,0.54439926
1.259739,0.7638339,0.9834417,1.1943316,1.7037747,1.3372524
-0.71186054,0.07272027,-0.12092467,-0.52623034,-1.0066149,-1.3462504
-0.13044791,-0.51879674,-0.2262754,-0.18549159,0.3263636,0.36143315
0.10256959,0.4979543,0.54750764,0.5229751,0.117530294,0.34923542
-0.75710666,-0.31787148,-0.3376808,-0.3642951,-0.69558656,-1.0169115
0.2631933,0.013828383,0.2653614,0.46730983,0.71292734,0.66637665
0.12745495,-1.0505558,-0.93224645,-0.6915392,0.13974659,0.8615405
0.18740606,0.051934898,0.16364343,0.33405063,0.5574132,0.48341054
0.77786785,0.37237605,0.57778084,0.65960795,0.8551117,0.43461958
-0.36572772,0.7239952,0.44457874,0.17042857,-0.36678523,-0.39482674
1.0572627,0.5603104,0.8018025,1.0425173,1.3927463,1.0567043
-1.0930591,-1.2436866,-1.4214615,-1.4995286,-1.5220332,-1.5170188
1.3208213,0.75344115,1.1287531,1.2078263,1.8192995,2.0081282
-0.58969605,0.0761845,0.08614404,-0.09608985,-0.5889483,-0.7363635
0.7337529,0.4399285,0.7836386,0.82829046,1.0150691,0.92252916
0.48037466,1.3683417,1.3333999,1.1909579,0.4507749,0.21506026
-0.8046151,0.14200483,0.048605267,-0.18211795,-0.56228876,-0.49240866
-0.88718927,-0.48328844,-0.5653353,-0.48743334,-0.70891637,-0.9193295
-0.767287,-0.3239339,-0.21174426,-0.22260176,-0.4956398,-0.5290019
1.1511483,0.67376393,0.97133243,1.1116772,1.5349307,1.6543937
0.5143092,0.17491502,0.48332843,0.58876127,0.8417819,0.9469247
-0.16777596,-1.1345634,-1.2906812,-1.1419216,-0.651154,-0.1996629
-1.6495863,-2.6484313,-2.5984833,-2.61452,-2.2285118,-1.9439396
-1.1111575,-0.6331163,-0.63799095,-0.7337099,-1.1665723,-1.175482
-0.9052877,-0.19229321,-0.72396684,-1.0457726,-1.3043134,-1.3950415
1.2710506,0.7941458,1.113011,1.2348155,1.4993846,1.7397778
-0.5738599,0.63219315,0.45063338,0.09620826,-0.5178561,-0.7363635
-0.43133458,0.024221068,0.015910208,0.032108888,-0.13573562,-0.2606516
-0.24469435,0.250262,0.1927057,0.24970937,-0.0690867,-0.0044990433
-0.31595698,-1.355408,-1.3257982,-1.1942132,-0.6822568,-0.12647644
1.0651807,-0.0069569885,-0.122135594,0.10126873,0.7307004,1.2030772
-0.7808609,-0.14466007,-0.16088529,-0.26645923,-0.67781353,-0.8827363
-0.57725334,-0.20268591,-0.34857914,-0.30525622,-0.5800618,-0.38262898
-0.5704664,0.0068999263,0.03165227,-0.1989862,-0.6022781,-0.6021883
0.05279886,0.76469994,0.4300476,0.20753872,-0.27347672,-0.4802109
-0.20510401,-0.4287268,-0.15846343,-0.16018921,0.06865441,0.10528062
0.91021276,0.9976693,0.89867675,0.9092581,0.69959754,0.39802638
0.13084841,0.04240827,0.13094838,0.29862732,0.48187774,0.30044445
1.4169693,1.1102567,0.97254336,0.9463683,0.88177127,0.7395631
-0.018463772,-0.97953916,-0.9613087,-0.8214248,-0.28680652,0.019896436
-0.5885649,-0.23559606,-0.2650251,-0.30694303,-0.43343416,-0.43141994
-0.09311987,0.022488954,-0.037370626,-0.08934254,-0.19794129,-0.43141994
0.3378494,0.17751318,0.31137666,0.44875476,0.64627844,0.7151676
2.7279754,2.1226776,2.004254,1.8471332,2.0281327,2.4960377
0.030175803,-0.2087483,0.049816195,0.25139618,0.31747708,0.14187384
0.33558708,0.1870398,0.2786816,0.42682603,0.6107323,0.33703765
-0.21528438,-0.19315927,-0.19963498,-0.19729938,-0.08241648,-0.21186063
-0.6688767,0.011230212,-0.0058864974,-0.10452397,-0.38900155,-0.6021883
-0.21528438,-1.3147032,-1.3875555,-1.08963,-0.19794129,0.75176084
-1.2819616,-1.9910939,-2.1129014,-2.0207577,-1.7086502,-1.553612
1.4531661,0.8738231,1.0161368,1.3377118,1.641569,1.5080208
0.2439637,0.16885261,0.1793855,0.29694048,0.5085373,0.44681734
0.81293356,0.43559822,0.5838355,0.65792114,1.1616968,1.0810997
0.7541136,0.8798855,1.0330898,0.9278132,0.7040408,0.507806
0.76090056,0.70927227,0.61289775,0.784433,0.87288475,0.8005518
-0.2526124,0.42347342,0.4336804,0.43019968,-0.0024377748,-0.016696783
0.7326217,1.008062,1.1662918,1.103243,0.8684415,0.6907721
-0.18248095,-0.0996251,-0.064011045,0.0725927,0.21972531,0.1296761
0.74506444,1.0877392,1.264377,1.2111999,0.88621455,0.6785744
-1.0885345,-0.33952293,-0.41033646,-0.5802088,-1.0510476,-1.1632843
-1.1450921,-0.1481243,-0.20690055,-0.4638178,-0.9932851,-1.0047138
-0.081808336,0.2987612,0.22540076,0.21934651,-0.10463279,-0.06548774
-0.035431065,-0.054590132,-0.033737842,0.12151063,0.2330551,0.14187384
0.008683898,-0.0935627,-0.011941138,0.31549555,0.4774345,0.15407158
0.058454625,-1.097323,-1.192596,-1.0727618,-0.28680652,0.44681734
-1.6552421,-2.3470433,-2.4543831,-2.4087274,-2.0863276,-1.8463577
0.8728847,0.39056325,0.7327796,0.91263175,1.2327889,1.068902
-0.19153017,-0.0069569885,0.170909,0.23790158,0.30859053,0.3126422
0.39553818,0.24506566,0.23387726,0.36272666,0.5929593,0.3858286
-0.93696,-0.40187904,-0.3122513,-0.3238113,-0.5978348,-0.55339736
-1.5794548,-2.5115943,-2.5912178,-2.5031896,-2.1085439,-1.8219622
-1.5851105,-2.186823,-2.3018062,-2.3412545,-2.0552247,-1.7243803
0.38762012,0.25892258,0.5027033,0.55502474,0.7084841,0.44681734
0.73149055,0.8946085,0.97617614,0.89913714,0.8462252,0.5931902
-0.34536695,0.59235454,0.45426616,0.20079143,-0.30457956,-0.5411996
0.63081795,0.44512483,0.60321033,0.82997733,1.1483669,0.8981337
1.3400508,0.8227257,0.9882854,1.14204,1.5527037,1.5568117
-0.7186475,-0.022546018,-0.15967436,-0.13151318,-0.5311859,-0.67537475
-0.15533328,0.71360254,0.53903115,0.20922555,-0.2557037,-0.34603578
-0.4550888,-0.17150785,0.044972483,0.02367476,-0.10907605,-0.29724482
0.93057346,1.0357758,0.9350046,0.91937906,0.73514366,0.4712128
-1.5568317,-2.4691575,-2.569421,-2.5268052,-2.095214,-1.8585554
-0.6824506,-0.2728365,-0.19842406,-0.25465143,-0.54007244,-0.77295667
-0.32953084,-0.101357214,-0.043425266,-0.121392235,-0.14462215,-0.30944255
1.1194761,0.9950711,0.8914112,0.8805821,0.7618032,0.7273654
-0.046742596,-0.101357214,0.069191046,0.25983033,0.37968272,0.32483992
-0.056922972,0.71966493,0.48696122,0.28850636,-0.3001363,-0.614386
0.062979236,-0.18190053,0.070401974,0.30200094,0.50409406,0.2516535
-0.043349136,-0.38888818,-0.24565025,0.040543016,0.21972531,0.056489654
-0.7039425,-0.3940845,-0.40064904,-0.30694303,-0.49119654,-0.58999056
0.45209584,0.67376393,0.8696145,0.7692516,0.5263104,0.48341054
0.21002911,0.058863353,0.13942488,0.34754524,0.41967207,0.056489654
-0.8328939,-0.050259843,-0.093073316,-0.46550462,-0.8955334,-1.0047138
1.1624599,0.72486126,0.95922315,1.0964957,1.5082712,1.7153823
1.6782656,1.0427042,1.2171508,1.4068716,1.7570938,1.9227439
-1.7785378,-2.7462957,-2.622702,-2.7005482,-2.2329552,-1.8707532
-0.88718927,-0.6123309,-0.77724767,-1.0373385,-1.1665723,-1.2486686
1.0470822,0.51094514,0.8562943,1.0964957,1.4949414,1.5202185
3.8466856,2.2430594,2.3106189,2.1524487,2.8057036,2.9839473
-0.17003827,-0.30921093,-0.1875257,0.16199444,0.3352501,0.044291917
-0.15533328,-1.3891842,-1.294314,-1.1537294,-0.46898025,0.056489654
0.4747189,0.084845066,0.21450241,0.36778715,0.75736,0.7273654
1.704282,1.160488,1.3588294,1.5198889,1.912608,1.7275801
-1.166584,-0.38282576,-0.704592,-1.0845696,-1.3176432,-1.3340527
-0.5025972,-0.20181984,-0.08338589,-0.043798257,-0.15795194,-0.45581543
-0.016201466,-0.27370256,-0.20811148,-0.19561255,-0.024654083,0.080885135
-0.7797297,0.086577184,0.007433711,-0.23103589,-0.8822036,-0.9071318
-0.10330024,0.9500361,0.507547,0.32899016,-0.28236327,-0.38262898
-1.5941598,-2.4379795,-2.6457095,-2.5504208,-2.1263168,-1.6633916
-1.6043402,-2.3193295,-2.370829,-2.3513753,-2.0685544,-1.736578
-0.7989593,-0.27630076,-0.2952983,-0.25465143,-0.5711753,-0.7485612
1.1590664,1.0652218,0.9882854,0.91263175,0.69959754,0.556597
-1.203912,-0.60973275,-0.47935936,-0.6544291,-1.0865936,-1.0900979
-0.008283396,-0.0034927593,0.15274508,0.30200094,0.33080685,0.032094177
1.0391642,0.902403,0.8453959,0.92612636,0.9173174,0.9103314
-0.34310466,0.007765983,-0.056745477,-0.20910716,-0.29124978,-0.5777928
-0.5240891,0.06492575,-0.019206706,-0.07922159,-0.35345545,-0.30944255
0.62403107,0.8816176,0.9495357,0.8485324,0.5307536,0.7151676
-0.13384137,0.9690894,0.5668825,0.20922555,-0.29569304,-0.3582335
0.5018666,0.7413164,0.40946183,0.41501826,0.09087072,-0.22405837
-0.06710335,-0.31613937,-0.09186239,0.23621476,0.34413663,0.20286253
-1.0715672,-0.522261,-0.41275832,-0.62406623,-1.0821503,-1.1144934
0.5335389,0.3212787,0.4167274,0.38634223,0.28193098,0.3858286
0.5018666,0.84437716,0.7497326,0.73382825,0.486321,0.2516535
-0.21075977,0.9690894,0.48938307,0.24802254,-0.34012565,-0.5411996
-0.20510401,-0.12474076,-0.050690837,0.18223634,0.25082815,-0.06548774
-0.5252203,0.22514634,0.05223805,-0.0066880966,-0.20238455,-0.33383805
0.16817646,-0.25984567,-0.19358034,-0.14838144,0.36635295,0.6419812
1.1590664,1.144033,1.062152,1.0492647,0.8551117,0.78835404
-0.8521235,-0.26157779,-0.18631478,-0.3187508,-0.6022781,-0.5411996
-0.77633625,-0.29015765,-0.23111911,-0.171997,-0.43343416,-0.5655951
-0.14175944,-0.019947845,-0.04584712,0.09789508,0.2330551,0.17846707
0.15347147,0.5810958,0.47000822,0.50779366,0.22861183,0.16626932
0.9848688,1.0764805,0.9798089,0.8890162,0.72625715,0.34923542
-1.2163547,-0.09702693,-0.3945944,-0.61225843,-1.1932319,-1.2852618
-0.006021091,-0.33519262,-0.13182302,0.146813,0.36635295,0.23945574
-0.80913967,-0.20788224,-0.28318903,-0.4250208,-0.7489057,-0.89493406
-0.781992,-0.058920417,-0.20326777,-0.2917616,-0.7622355,-0.71196795
1.1624599,0.77249444,0.9519576,1.084688,1.3660868,1.6421959
-0.35554734,0.034613755,-0.20690055,-0.2850143,-0.4600937,-0.5655951
-1.6608979,-2.4639611,-2.5100856,-2.5352392,-2.1574197,-1.9683352
-0.2707109,0.008632041,0.026808562,0.027048413,-0.11796258,-0.4436177
-0.57612216,-1.5909755,-1.5704056,-1.4421766,-0.93996596,-0.49240866
-1.2944043,-0.46683335,-0.57260084,-0.7438308,-1.1310263,-0.9559228
-0.28880933,0.6425859,0.17211993,0.05066397,-0.39788806,-0.5411996
-1.0319768,0.14200483,-0.38853976,-0.72021526,-1.0732638,-1.1510866
-0.7944347,0.20522702,0.21692427,0.0135538075,-0.54895896,-0.7485612
-0.9313042,-0.597608,-1.0702922,-1.2498784,-1.4909304,-1.4316347
-1.1258625,-1.8317394,-1.9990742,-1.9853343,-1.6286715,-1.2120754
-0.13157907,0.34985855,0.4336804,0.38634223,-0.006881037,0.22725801
0.05506117,-0.14985642,-0.042214338,0.17380223,0.33969337,0.019896436
-0.12026753,0.08397901,0.17211993,0.28344586,0.15751964,0.14187384
-1.5511761,-2.2154026,-2.4180553,-2.3901722,-2.0241218,-1.8707532
-1.5319464,-2.1842246,-2.353876,-2.336194,-2.046338,-1.6999848
-0.15420212,-0.0034927593,0.00016814303,0.02030111,-0.20238455,-0.1996629
0.6353426,0.28923458,0.50875795,0.6090032,0.9884096,1.0932976
0.20437336,-1.0644127,-1.0170114,-0.8214248,0.046438105,0.8981337
0.25753754,0.43646428,0.47000822,0.5955086,0.37968272,0.44681734
-1.0432884,-0.18969505,-0.43576595,-0.60045063,-1.024388,-1.1388888
-0.6994179,-0.11954442,0.00016814303,-0.21754128,-0.6022781,-0.76075894
-0.42680997,0.7707623,0.48696122,0.14849983,-0.40677458,-0.4192222
-0.1621202,-0.8989959,-1.1005654,-0.9428762,-0.46898025,-0.04109226
0.12519264,1.3137802,0.81148994,0.4926122,-0.23348738,-0.63878155
0.87854046,0.98294634,0.9301609,0.91263175,0.8906578,0.54439926
0.088995755,0.5914885,0.6274289,0.514541,0.20195226,0.10528062
-1.5975533,-2.5479686,-2.5984833,-2.5521076,-2.1618629,-1.83416
0.47132543,0.9586967,0.8708254,0.91094494,0.37523946,0.37363088
-0.36572772,-0.16371334,-0.13787766,-0.19055207,-0.22904411,-0.39482674
-0.28994048,0.62266654,0.39371976,0.06078492,-0.54007244,-0.7851544
0.62403107,0.3836348,0.6104759,0.85190606,1.2461188,1.3616478
-1.7683574,-2.6848056,-2.6481314,-2.5807836,-2.1396465,-1.8829509
-0.23112053,-0.023412073,-0.182682,-0.19055207,-0.10018953,-0.016696783
0.70999867,1.1795412,1.231682,1.1352928,0.672938,0.6541789
-0.06710335,-0.26937228,-0.18026014,0.13669206,0.29526076,0.21506026
1.4056578,0.6434519,0.91199696,1.1083035,1.5882499,1.8617553
1.0131477,0.8227257,0.8659817,0.90588444,0.7395869,0.4102241
0.5686046,0.086577184,0.34407172,0.5465906,0.9039876,0.6419812
-0.51390874,-1.021976,-1.0303316,-0.9310684,-0.67781353,-0.5411996
0.52335846,-0.73271286,-0.6840062,-0.5312908,0.26860118,1.1542863
0.40571856,0.47543684,0.4651645,0.48080444,0.3352501,0.17846707
0.043749638,-0.031206587,0.007433711,0.15862079,0.14418986,0.068687394
0.06976616,0.3593852,0.47121915,0.45887572,0.13086008,0.068687394
-0.29898968,0.04154221,-0.025261346,0.07596635,0.024221795,-0.1752674
0.69642484,0.3351356,0.5802027,0.7827462,1.1083776,0.82494724
-1.639406,-2.567888,-2.504031,-2.5521076,-2.112987,-1.8097645
1.504068,0.8400469,0.978598,1.2111999,1.5615903,1.5690095
0.52562076,0.39835778,0.57414806,0.64780015,0.7884628,0.70296985
-1.5523071,-2.386016,-2.4120007,-2.3142653,-1.9974623,-1.7609736
-0.8328939,-0.3940845,-0.10033888,-0.16524969,-0.39788806,-0.5655951
1.385297,0.79674405,1.1154329,1.1724029,1.5082712,1.6056027
-0.9855996,-0.60020614,-0.51932,-0.5802088,-0.85554403,-1.041307
0.061848085,0.08744324,0.16848715,0.33742428,0.49076426,0.23945574
1.4158381,1.6809883,1.4629692,1.3275908,0.87732804,1.0079134
-0.7310901,-0.32739812,-0.2771344,-0.30525622,-0.5178561,-0.7363635
0.6025391,0.87468916,0.8793019,0.8670875,0.88621455,0.43461958
-1.7231113,-2.6311102,-2.5682101,-2.528492,-2.1840792,-1.8219622
2.1884155,1.2999232,1.6203898,1.6582086,2.0370193,2.2886763
0.749589,1.2306386,1.197776,1.14204,0.7040408,0.5687947
0.36725938,0.1064965,0.30290017,0.43357334,0.88177127,0.5687947
0.068635,0.1974325,0.31137666,0.37959492,0.42855862,0.36143315
-0.004889938,-0.72924864,-0.6270926,-0.5768351,-0.2645902,0.093082875
-1.0184029,-0.8851389,-1.0920889,-1.1840923,-1.3220865,-1.0535047
0.67719525,0.40615228,0.5620388,0.66804206,0.9039876,0.5931902
0.5686046,0.2277445,0.3259078,0.45381525,0.7706897,0.7273654
0.19645528,0.46850836,0.5535623,0.57864034,0.34413663,0.48341054
0.42834163,0.03634587,0.24477561,0.42007872,0.75736,0.5200038
0.49281734,1.0912035,1.1105891,1.0880616,0.4774345,0.42242184
0.99731153,0.62266654,0.78242767,1.0728801,1.2994379,1.1298908
0.29486558,-0.8453003,-0.7481854,-0.54309857,0.34857988,1.166484
0.112749964,-0.0814379,0.013488352,0.25476983,0.41967207,0.10528062
0.823114,0.56377465,0.7485217,0.939621,1.2683351,1.2518681
0.42834163,0.73958427,0.75578725,0.7625043,0.43300188,0.507806
0.36952168,0.2926988,0.2738379,0.42513922,0.5396401,0.34923542
3.6396847,2.3149421,2.040582,2.0394313,2.2414093,2.3252695
-0.478843,-0.07450944,-0.13908859,-0.21079399,-0.22460085,-0.2606516
0.05279886,0.25892258,0.29684553,0.436947,0.17529269,0.23945574
-0.07389027,-0.16890967,-0.04100341,0.18392317,0.3352501,0.093082875
0.7258348,0.39835778,0.6322726,0.7186468,0.9084309,0.92252916
0.9848688,0.5603104,0.8018025,1.0509515,1.3483138,0.9835179
0.36499706,-0.7604267,-0.6004522,-0.34067953,0.5085373,1.3738456
-0.024119537,-0.19748956,-0.07248754,0.09114778,0.3130338,0.44681734
-0.99125534,-0.4226644,-0.43213317,-0.43345493,-0.87331706,-0.9559228
-0.2537436,0.037211925,-0.044636194,-0.18549159,-0.3356824,-0.43141994
-1.7502589,-2.6865377,-2.5573118,-2.6769326,-2.1929657,-1.8463577
-0.3759081,-0.56556386,-0.4297113,-0.3238113,0.019778533,0.14187384
0.4769812,1.0349097,0.55598414,0.32224286,0.08642746,-0.06548774
-0.8804023,-0.628786,-0.4769375,-0.4705651,-0.67781353,-0.6265838
-0.1474152,0.250262,0.10672981,0.018614285,-0.07352996,-0.16306967
1.600216,0.87468916,1.0815269,1.3275908,1.7793101,2.0691168
-0.57951564,-0.19142716,-0.1572525,-0.171997,-0.43787742,-0.5655951
0.8774093,1.12931,0.961645,0.8687743,0.7040408,0.4956083
-0.5580237,0.45032117,0.2011822,0.011866983,-0.54895896,-0.72416574
-0.65869635,-0.13946374,-0.15361972,-0.171997,-0.3001363,-0.58999056
-0.89623845,-0.20615013,-0.11971374,-0.36260828,-0.78000855,-0.8827363
-0.0014964791,-0.47809207,-0.31104037,0.048977144,0.56629974,0.34923542
0.77899903,1.1630862,1.1323858,1.1049298,0.7173706,0.62978345
0.3638659,0.8963406,0.9386374,0.83166414,0.38856924,0.28824672
0.7869171,0.4641781,0.61653054,0.74900967,0.95286345,0.8005518
-1.0138783,-0.052858017,-0.50357795,-0.89058465,-1.2687674,-1.1632843
-0.478843,0.85650194,0.40582904,0.09283461,-0.54895896,-0.76075894
-0.49467915,-1.5866452,-1.698764,-1.4775999,-0.9799553,-0.38262898
1.0516069,1.0608914,0.9471139,0.9733575,0.95730674,0.8981337
-0.38608846,-0.13686556,-0.16088529,-0.2192281,-0.10463279,-0.07768548
0.6590968,1.0626236,1.1093782,1.0610723,0.65072167,0.66637665
1.311772,0.8556359,1.0403553,1.2415627,1.6460123,1.7275801
1.2721816,1.2254423,1.080316,1.0964957,0.8951011,0.5687947
-1.0749606,-0.12820499,-0.2553377,-0.43514177,-0.9488525,-1.1998776
-0.23112053,0.052800953,-0.07127661,-0.053919207,-0.19349803,-0.16306967
-1.5342088,-2.1487162,-2.255791,-2.363183,-2.095214,-1.8707532
-1.0500753,-0.4876187,-0.9600978,-1.099751,-1.3576325,-1.4438324
